105963,4.57
105962,1.86
105961,13.43
105960,1.34
105959,1.05
105958,6.19
105957,1.52
105956,75.28
105955,1.34
105954,1.76
105953,4.03
105952,3.3
105951,1.36
105950,1.01
105949,1.22
105948,4.2
105947,1.09
105946,1.55
105945,2.25
105944,1.7
105943,1.09
105942,6.71
105941,2.42
105940,6.44
105939,2.24
105938,1.5
105937,1.83
105936,8.76
105935,3.42
105934,12.24
105933,1.77
105932,1.04
105931,1.34
105930,2.68
105929,1.04
105928,77.63
105927,1.03
105926,1.26
105925,3.22
105924,4.5
105923,1
105922,1
105921,3.03
105920,3.09
105919,1.07
105918,1.02
105917,2.38
105916,3.15
105915,2.99
105914,2.79
105913,2.19
105912,1.13
105911,1.48
105910,4.08
105909,1.36
105908,1.55
105907,4.87
105906,3.06
105905,3.97
105904,2.01
105903,2.86
105902,3.9
105901,2.38
105900,2.16
105899,1
105898,1.75
105897,3.12
105896,1.63
105895,1.08
105894,5.32
105893,1.68
105892,1.04
105891,1.3
105890,13.82
105889,53.91
105888,3.64
105887,2.68
105886,5.44
105885,1.58
105884,1.95
105883,4
105882,3.08
105881,1.21
105880,2.15
105879,1.76
105878,1
105877,2.69
105876,2.96
105875,1.44
105874,1.72
105873,2.76
105872,2.92
105871,2.5
105870,1.08
105869,6.59
105868,1.32
105867,2.27
105866,2.26
105865,1.29
105864,10.46
105863,1.94
105862,2.38
105861,2.45
105860,4.63
105859,1.1
105858,9.13
105857,33.61
105856,1.68
105855,16.47
105854,3.28
105853,1.98
105852,2.26
105851,2.48
105850,3.48
105849,2.09
105848,1.23
105847,1.3
105846,2.12
105845,1.2
105844,20.16
105843,1.4
105842,8.27
105841,1.54
105840,1.07
105839,8.87
105838,2.22
105837,3.31
105836,1.07
105835,3.03
105834,1.28
105833,1.22
105832,1.05
105831,5.37
105830,1.36
105829,4.51
105828,1
105827,6.1
105826,1.51
105825,3.56
105824,3.85
105823,1.27
105822,4.71
105821,2.05
105820,6.46
105819,2.89
105818,1.57
105817,1.88
105816,4.61
105815,2.03
105814,70.36
105813,1.85
105812,1.99
105811,7.78
105810,1.24
105809,2.19
105808,29.47
105807,3.87
105806,3.79
105805,1.39
105804,1.22
105803,10.33
105802,1.17
105801,3.27
105800,1.75
105799,2.2
105798,1.61
105797,1.9
105796,1.66
105795,7.17
105794,3.18
105793,11.09
105792,3.58
105791,1.26
105790,1.7
105789,1.05
105788,1.2
105787,1.04
105786,1
105785,13.15
105784,1.04
105783,6.14
105782,1.61
105781,3.91
105780,1.12
105779,1.97
105778,1.03
105777,1.26
105776,3.91
105775,1.65
105774,1
105773,1.16
105772,1.24
105771,20.31
105770,2.35
105769,2.39
105768,13.65
105767,1.07
105766,1.47
105765,2.88
105764,1.37
105763,3.58
105762,7.15
105761,1.13
105760,1.08
105759,1.28
105758,1.76
105757,6.89
105756,2.63
105755,2.23
105754,2.47
105753,1.03
105752,2.87
105751,2.7
105750,1.59
105749,3.91
105748,1.21
105747,1.2
105746,1.07
105745,1.11
105744,1.33
105743,1.62
105742,1.22
105741,1.04
105740,1622.74
105739,26.03
105738,1.44
105737,2.14
105736,5.14
105735,4.67
105734,1.1
105733,3.04
105732,1.13
105731,11.02
105730,2.66
105729,3.33
105728,2.11
105727,1.4
105726,1.47
105725,12.76
105724,2.38
105723,1.06
105722,1.66
105721,1.15
105720,2.46
105719,1.17
105718,1.3
105717,1
105716,1.17
105715,4.78
105714,1.01
105713,1.94
105712,2.72
105711,47.95
105710,1.21
105709,3.41
105708,56.44
105707,4.16
105706,1.08
105705,1.14
105704,1.59
105703,1.77
105702,1.81
105701,18.89
105700,2.78
105699,1.15
105698,1.18
105697,2.32
105696,12.37
105695,1.18
105694,8.78
105693,1.87
105692,1.14
105691,1.34
105690,1.14
105689,5.79
105688,2.05
105687,3.33
105686,2.86
105685,4.79
105684,1.05
105683,6.04
105682,1.23
105681,3.92
105680,1.42
105679,1.85
105678,1.59
105677,2.09
105676,1.52
105675,2.96
105674,2.22
105673,6.27
105672,6.08
105671,1.38
105670,1.53
105669,1.21
105668,1.23
105667,1.3
105666,39.55
105665,6.16
105664,12.12
105663,1.41
105662,2.84
105661,1.66
105660,1.56
105659,3.23
105658,1.43
105657,2.31
105656,4.26
105655,3.63
105654,2.43
105653,1.89
105652,4.43
105651,7.11
105650,38.39
105649,3.94
105648,1.04
105647,1.02
105646,16.42
105645,1.2
105644,1.94
105643,2.29
105642,4.36
105641,3.71
105640,2.03
105639,3.97
105638,2.02
105637,4.35
105636,2.17
105635,1.03
105634,1.53
105633,1.88
105632,227.33
105631,1.48
105630,1.15
105629,5.3
105628,1.73
105627,2.47
105626,2.26
105625,1.32
105624,2.01
105623,3.18
105622,2.69
105621,1.48
105620,1.31
105619,6.33
105618,3.4
105617,1.14
105616,1.31
105615,5.72
105614,23.81
105613,4.05
105612,1.15
105611,13.84
105610,4.22
105609,1.1
105608,4.01
105607,1.08
105606,1.2
105605,3.14
105604,3.04
105603,3.01
105602,1.36
105601,1.86
105600,1
105599,4.15
105598,2.5
105597,1.19
105596,1.02
105595,1.44
105594,11.61
105593,1.25
105592,3.5
105591,3.55
105590,1.07
105589,1.59
105588,3.46
105587,6.22
105586,1.72
105585,12.72
105584,2.11
105583,7.58
105582,1.23
105581,1.62
105580,1.27
105579,1.26
105578,1.5
105577,3.71
105576,1.05
105575,1.09
105574,118.7
105573,1.36
105572,1.78
105571,5.34
105570,1.05
105569,2.88
105568,3.23
105567,4.73
105566,4.34
105565,6.02
105564,2.74
105563,1.77
105562,3.44
105561,1.92
105560,1.69
105559,2.44
105558,1.57
105557,2.54
105556,2.1
105555,1.27
105554,1.09
105553,9.14
105552,2.66
105551,4.27
105550,8.92
105549,2.39
105548,1.57
105547,2.95
105546,2.2
105545,1.84
105544,2.75
105543,4.85
105542,2.18
105541,10.86
105540,1.37
105539,4.17
105538,2.47
105537,1.23
105536,1.53
105535,1.16
105534,3.93
105533,5.95
105532,14.59
105531,1.32
105530,1.42
105529,2.19
105528,1.84
105527,1.65
105526,1.8
105525,2.98
105524,2.01
105523,1.24
105522,1.21
105521,5.18
105520,2.18
105519,1.33
105518,28.53
105517,1.06
105516,3.27
105515,2.76
105514,6.7
105513,1.06
105512,2.84
105511,1.64
105510,1.08
105509,1.11
105508,1.35
105507,1.24
105506,1.38
105505,2.86
105504,1.39
105503,2.49
105502,2.2
105501,14.52
105500,12.72
105499,1.45
105498,1.02
105497,582.79
105496,1.12
105495,1.14
105494,10.05
105493,12.51
105492,1.06
105491,1.03
105490,1.13
105489,3.83
105488,1.11
105487,1.4
105486,2.01
105485,1.06
105484,1.58
105483,10.43
105482,1.34
105481,2.16
105480,6.59
105479,1.77
105478,4.07
105477,1.11
105476,1.58
105475,1.03
105474,1.13
105473,16.85
105472,1.98
105471,2.53
105470,33.65
105469,3.06
105468,2.01
105467,1.04
105466,1.01
105465,2.5
105464,1.15
105463,3.83
105462,2.12
105461,2.37
105460,4.37
105459,3.16
105458,2.58
105457,2.28
105456,15.31
105455,16.58
105454,1.03
105453,1.31
105452,6.74
105451,4.73
105450,1.43
105449,7.72
105448,1.48
105447,3.36
105446,2.36
105445,1.92
105444,1.77
105443,2.94
105442,2.44
105441,16.3
105440,1.27
105439,1.95
105438,4.09
105437,10.85
105436,1.1
105435,107.79
105434,1.56
105433,1.6
105432,1.57
105431,2.4
105430,2.59
105429,1.01
105428,1.57
105427,3.93
105426,2.71
105425,1.26
105424,14.41
105423,1.12
105422,1.19
105421,3.36
105420,3.3
105419,3.85
105418,2.18
105417,1.02
105416,1.52
105415,1.15
105414,1.08
105413,1.56
105412,1.16
105411,1.21
105410,5.37
105409,2.65
105408,41.08
105407,2.97
105406,1.28
105405,1.58
105404,4.83
105403,2.38
105402,2.46
105401,1.77
105400,2.91
105399,2.81
105398,5.11
105397,47.86
105396,1.2
105395,1.05
105394,1.01
105393,4.69
105392,2.22
105391,2.27
105390,35.51
105389,1.81
105388,1.55
105387,1.02
105386,2.73
105385,1.29
105384,1.08
105383,1.43
105382,1.65
105381,1.5
105380,5.37
105379,3.56
105378,2.83
105377,3.16
105376,2.44
105375,4.05
105374,1.2
105373,3.02
105372,1.25
105371,1.98
105370,1
105369,1.86
105368,3.28
105367,1.38
105366,1.28
105365,9.23
105364,2.56
105363,1.24
105362,3.21
105361,1.88
105360,5.39
105359,1.73
105358,4.25
105357,3.41
105356,9.82
105355,7.51
105354,3.34
105353,1.57
105352,1.09
105351,2.26
105350,4.14
105349,2.3
105348,1.08
105347,1.37
105346,1.58
105345,2.67
105344,3.57
105343,1.51
105342,1.09
105341,5.08
105340,3.24
105339,5.32
105338,2.5
105337,3
105336,2.29
105335,32.33
105334,2.48
105333,12.43
105332,1.68
105331,7.95
105330,2.27
105329,4.51
105328,1.43
105327,1.4
105326,1.01
105325,2.99
105324,12.99
105323,1.68
105322,1.71
105321,2.77
105320,4.24
105319,1.11
105318,2.93
105317,1.11
105316,1.25
105315,5.22
105314,1.09
105313,1.09
105312,4.25
105311,5.23
105310,2.28
105309,1.52
105308,1.27
105307,11.2
105306,1.73
105305,4.49
105304,1.35
105303,1.83
105302,1.04
105301,1.77
105300,1.1
105299,9.55
105298,5.27
105297,1.22
105296,4.48
105295,1.17
105294,1.11
105293,3.22
105292,3.14
105291,1.44
105290,1.85
105289,8.56
105288,1.46
105287,2.89
105286,4.2
105285,6.35
105284,1.74
105283,4.87
105282,1.43
105281,1.29
105280,6.78
105279,1.65
105278,2.85
105277,1.98
105276,1.45
105275,1.13
105274,1.32
105273,1.11
105272,8.95
105271,2.42
105270,1.32
105269,1.12
105268,1.21
105267,1.14
105266,7.83
105265,13.33
105264,2.2
105263,2.69
105262,2.57
105261,5.71
105260,6.03
105259,1.14
105258,1.39
105257,4.13
105256,1.22
105255,7.03
105254,2.06
105253,1.15
105252,1
105251,1.35
105250,1.23
105249,9.32
105248,3.14
105247,4.59
105246,1.98
105245,2.64
105244,1.99
105243,1.06
105242,1.71
105241,3.25
105240,1.56
105239,2.45
105238,25.3
105237,1.06
105236,6.52
105235,1.17
105234,7.34
105233,2.71
105232,3.59
105231,4.31
105230,1.46
105229,8.53
105228,1.35
105227,3.02
105226,1.25
105225,3.58
105224,1.67
105223,1.23
105222,1.12
105221,3.03
105220,1.52
105219,1.74
105218,6.24
105217,1.12
105216,1
105215,2.45
105214,4.2
105213,1.46
105212,3.03
105211,6.63
105210,5.94
105209,13.65
105208,1.86
105207,1.1
105206,1
105205,2
105204,4.49
105203,2.82
105202,1.15
105201,16.01
105200,17.71
105199,1.21
105198,6.31
105197,1
105196,1.21
105195,2.06
105194,1.18
105193,1.09
105192,1.21
105191,2.17
105190,3.13
105189,1.12
105188,22.98
105187,1
105186,5.22
105185,1.08
105184,1.99
105183,2.16
105182,8.16
105181,2.18
105180,8.41
105179,1.02
105178,4.28
105177,20.16
105176,5.67
105175,1.1
105174,1.94
105173,13.13
105172,1.85
105171,1.87
105170,1.29
105169,3.46
105168,3.83
105167,3.72
105166,5.69
105165,2.52
105164,2.27
105163,3.64
105162,1.19
105161,2.95
105160,1.34
105159,1
105158,4.78
105157,1.27
105156,1.28
105155,15.18
105154,11.65
105153,1
105152,2.54
105151,4.68
105150,1.19
105149,4.61
105148,1.24
105147,1.51
105146,1
105145,1.02
105144,4.63
105143,2.16
105142,1.42
105141,3.26
105140,26.18
105139,1.57
105138,1.54
105137,4.82
105136,4.25
105135,1.24
105134,1.38
105133,1.57
105132,2.72
105131,2.43
105130,1.18
105129,1.13
105128,1.12
105127,3.99
105126,1.3
105125,6.39
105124,6.51
105123,1
105122,2.71
105121,1.79
105120,1.14
105119,3.67
105118,1.19
105117,9.48
105116,1.21
105115,1.83
105114,2.58
105113,1.15
105112,1.68
105111,1.72
105110,1.51
105109,9.13
105108,2.67
105107,2.16
105106,1.29
105105,59.31
105104,6.67
105103,1.12
105102,2.73
105101,1.25
105100,1.34
105099,1.4
105098,1.73
105097,1.35
105096,4.22
105095,1.37
105094,1.29
105093,5.17
105092,1.03
105091,3.9
105090,36.36
105089,1.88
105088,1.02
105087,2.29
105086,1.68
105085,1.01
105084,2.41
105083,3.93
105082,1.01
105081,2.13
105080,1.58
105079,1.09
105078,2.7
105077,3.28
105076,1.13
105075,1.79
105074,4.09
105073,1.02
105072,1.79
105071,1.14
105070,1.2
105069,1
105068,7.79
105067,4.21
105066,1.34
105065,1.01
105064,4.1
105063,1.24
105062,1.15
105061,1.89
105060,1.43
105059,1.52
105058,12.5
105057,3.34
105056,2.83
105055,21.64
105054,1.42
105053,1.04
